Date,Location
04/28/2017,"37.7806601476196, -122.431293406332"
03/13/2017,"37.7653245527194, -122.44993224009"
03/16/2017,"37.7924339343832, -122.420216385905"
03/07/2017,"37.7665570992511, -122.420841988089"
03/08/2017,"37.8019131541767, -122.427188778396"
03/07/2017,"37.7849921969489, -122.452080188525"
03/07/2017,"37.7793747229048, -122.479242794921"
04/07/2017,
04/27/2017,"37.7162711258319, -122.406935228934"
03/29/2017,"37.7756168609432, -122.47896993932"
04/21/2017,"37.7535356523417, -122.410212145376"
03/24/2017,"37.7935066497641, -122.433922047772"
04/13/2017,"37.7905089594273, -122.428259150237"
03/21/2017,"37.7170173588897, -122.465400703977"
04/27/2017,"37.7203155021996, -122.393313394426"
03/21/2017,"37.7519490457809, -122.437469214013"
03/28/2017,"37.7710632917048, -122.453062881066"
03/24/2017,"37.7622320024478, -122.420102303438"
03/13/2017,"37.7150417604182, -122.441705850085"
03/20/2017,"37.7615744435073, -122.451274100059"
03/08/2017,"37.7789280623707, -122.489013595008"
03/15/2017,"37.7777903091017, -122.412834332583"
04/19/2017,"37.7886486334208, -122.412702662882"
04/18/2017,"37.7575108003902, -122.485840449063"
03/16/2017,"37.8010398775523, -122.40484588837"
03/27/2017,"37.7737446918116, -122.478973407656"
04/11/2017,"37.774817064227, -122.412845031059"
03/20/2017,"37.7615744435073, -122.451274100059"
04/27/2017,"37.7140206449759, -122.437550489306"
04/10/2017,"37.7716208303978, -122.441356135336"
03/10/2017,"37.7740227359507, -122.429990606896"
03/08/2017,"37.7932350745624, -122.417915793413"
03/28/2017,"37.751616497267, -122.427987395911"
04/17/2017,"37.7185965928262, -122.483884158039"
03/08/2017,"37.7742886988174, -122.508025371747"
03/21/2017,"37.7883094244393, -122.442271757435"
03/06/2017,"37.7704847874306, -122.43005216964"
04/24/2017,"37.7817564426897, -122.447695178939"
04/24/2017,"37.7247649645847, -122.428320156555"
03/06/2017,"37.7932350745624, -122.417915793413"
03/14/2017,"37.7734567153566, -122.446065375102"
04/14/2017,"37.715542393815, -122.448480151968"
03/10/2017,"37.7801567608883, -122.405467071089"
03/27/2017,"37.7835654759009, -122.415051136713"
03/13/2017,"37.7773502612444, -122.460256556529"
03/09/2017,"37.7206661574397, -122.467238128623"
03/21/2017,"37.7089572928916, -122.450109167213"
03/02/2017,"37.7965510482003, -122.405283980895"
04/17/2017,"37.7156320409131, -122.480767509243"
04/28/2017,"37.7647586087099, -122.423602302182"
03/13/2017,"37.7160992645544, -122.478851006175"
03/15/2017,"37.7773502612444, -122.460256556529"
04/26/2017,"37.7395952736116, -122.490427955786"
03/07/2017,"37.7883158693016, -122.411855467011"
03/27/2017,"37.7777004664542, -122.431132874132"
04/28/2017,"37.7333230259731, -122.408594688189"
04/12/2017,"37.7611054756266, -122.418125731566"
03/07/2017,"37.794406370561, -122.418921298602"
03/08/2017,"37.7430360286514, -122.497251348542"
04/07/2017,"37.7798628078516, -122.468425980555"
04/17/2017,"37.7784899479136, -122.498662035394"
03/22/2017,"37.7802922341239, -122.458864248982"
03/06/2017,"37.7932350745624, -122.417915793413"
04/26/2017,"37.769663479461, -122.436786988525"
03/06/2017,"37.7333453278261, -122.483774152244"
04/14/2017,"37.74388594083, -122.477970593173"
03/07/2017,"37.7682599669707, -122.445665078594"
03/07/2017,"37.794406370561, -122.418921298602"
03/28/2017,"37.8058801160893, -122.41955468217"
03/06/2017,"37.8009158810869, -122.413492014328"
03/06/2017,"37.7333453278261, -122.483774152244"
04/25/2017,"37.7859427265806, -122.418902557702"
04/19/2017,"37.7131604298881, -122.435633085744"
03/24/2017,"37.7702165879598, -122.423932587136"
03/29/2017,"37.7661217279346, -122.415454253397"
03/22/2017,"37.8012860840755, -122.432123526793"
04/03/2017,"37.7615744435073, -122.451274100059"
04/13/2017,"37.7905089594273, -122.428259150237"
03/24/2017,"37.7702165879598, -122.423932587136"
03/07/2017,"37.7162119579341, -122.483887944431"
04/17/2017,"37.7853258316451, -122.417091509304"
03/07/2017,"37.7828536845737, -122.417365508719"
03/08/2017,"37.7859292023526, -122.463491380495"
01/23/2017,"37.7173988817462, -122.430625202274"
04/04/2017,"37.7345522153148, -122.427652609282"
03/27/2017,"37.7106464533726, -122.44195828553"
03/06/2017,
04/03/2017,"37.7850009819369, -122.451942215164"
03/20/2017,"37.7430360286514, -122.497251348542"
03/27/2017,"37.7312794563625, -122.386266955922"
04/21/2017,"37.737901469732, -122.423138550271"
03/24/2017,"37.7935066497641, -122.433922047772"
04/24/2017,"37.775532581855, -122.40748636485"
04/21/2017,"37.785139984158, -122.454627027514"
04/20/2017,"37.775708219246, -122.476966286063"
04/04/2017,"37.7513677226097, -122.419547489427"
04/10/2017,"37.7607732624915, -122.423603677337"
03/27/2017,"37.7312794563625, -122.386266955922"
04/20/2017,"37.7848461900279, -122.458061463416"
04/12/2017,"37.7909421367793, -122.409016349415"
04/13/2017,"37.7576293651883, -122.505662087768"
03/27/2017,"37.7777004664542, -122.431132874132"
01/12/2017,"37.712375721717, -122.449071557676"
03/23/2017,"37.7175134680329, -122.48059457481"
03/15/2017,"37.7454218861969, -122.425685856236"
04/14/2017,"37.74388594083, -122.477970593173"
03/30/2017,"37.802032487994, -122.422926430933"
04/07/2017,"37.7826355122089, -122.414862827874"
03/13/2017,"37.7153622676245, -122.473807137381"
03/03/2017,"37.7848461900279, -122.458061463416"
03/02/2017,"37.7173988817462, -122.430625202274"
05/15/1997,"37.7632225024123, -122.506194363393"
04/07/2017,"37.7770415007995, -122.422165133806"
03/13/2017,"37.715545052959, -122.473629919957"
04/25/2017,"37.7454525102565, -122.42337327543"
04/17/2017,"37.7160670680933, -122.464869935149"
03/15/2017,"37.7737446918116, -122.478973407656"
03/30/2017,"37.7782624010888, -122.461866214173"
03/27/2017,"37.803216045473, -122.4325146308"
03/20/2017,"37.7781106106522, -122.465208632211"
04/12/2017,"37.7750447949206, -122.441136915193"
04/14/2017,"37.7912373166567, -122.419197310472"
03/20/2017,"37.7170320587829, -122.463600623527"
03/20/2017,"37.787488450967, -122.444566814597"
03/06/2017,"37.7774337935271, -122.429916785861"
04/06/2017,"37.7671990410714, -122.424452084359"
03/06/2017,"37.7513207353476, -122.401367141942"
03/06/2017,"37.7333453278261, -122.483774152244"
04/03/2017,"37.7533907171199, -122.472130727384"
03/27/2017,"37.7294269586532, -122.462500513653"
03/09/2017,"37.7206661574397, -122.467238128623"
04/07/2017,"37.7552319744339, -122.497499196488"
04/06/2017,"37.7323441878836, -122.40812311441"
04/21/2017,"37.7323435108275, -122.388141018695"
03/23/2017,"37.7954950656069, -122.421607115221"
04/11/2017,"37.7584668484607, -122.420884032109"
04/10/2017,"37.7577516690862, -122.4630868132"
03/07/2017,"37.7737446918116, -122.478973407656"
03/20/2017,"37.787488450967, -122.444566814597"
03/15/2017,"37.7196891287171, -122.393876589377"
04/10/2017,"37.7716208303978, -122.441356135336"
03/03/2017,"37.7912883092583, -122.430102988651"
03/20/2017,"37.7365648335787, -122.506185260555"
04/26/2017,"37.769663479461, -122.436786988525"
03/20/2017,"37.756045512776, -122.435073327354"
03/20/2017,"37.787488450967, -122.444566814597"
03/01/2017,"37.7837300408323, -122.413753670274"
03/27/2017,"37.7883158693016, -122.411855467011"
03/27/2017,"37.7883158693016, -122.411855467011"
03/15/2017,"37.7454218861969, -122.425685856236"
04/25/2017,"37.7419408430517, -122.50194411826"
04/17/2017,"37.7395952736116, -122.490427955786"
03/01/2017,"37.7346752560911, -122.494982314133"
04/20/2017,"37.7125264913997, -122.440831528088"
03/24/2017,"37.7935066497641, -122.433922047772"
11/28/2016,"37.7288385365964, -122.41448495711"
04/05/2017,"37.7304442004271, -122.410310866304"
04/28/2017,"37.7527995478088, -122.428723943607"
04/17/2017,"37.7853258316451, -122.417091509304"
03/24/2017,"37.7702165879598, -122.423932587136"
04/12/2017,"37.7731433543873, -122.472866576443"
03/01/2017,"37.7841434024297, -122.478040143898"
04/21/2017,"37.7130055627714, -122.441926675697"
04/18/2017,"37.7644964927615, -122.477377797104"
03/13/2017,"37.7915320516125, -122.424182651858"
02/24/2017,"37.7267518903539, -122.419700328952"
04/19/2017,"37.7795310847755, -122.413542549251"
04/03/2017,"37.7619258658688, -122.493064380403"
03/06/2017,"37.7179560451955, -122.44637802763"
03/27/2017,"37.7312794563625, -122.386266955922"
03/24/2017,"37.7935066497641, -122.433922047772"
04/14/2017,"37.7495652203835, -122.422767131881"
03/27/2017,"37.7294269586532, -122.462500513653"
03/27/2017,"37.7294269586532, -122.462500513653"
04/03/2017,"37.7889556109166, -122.417825829922"
03/03/2017,"37.7737446918116, -122.478973407656"
03/06/2017,"37.7932350745624, -122.417915793413"
03/20/2017,"37.7332984227172, -122.429841859236"
04/11/2017,"37.7113291107375, -122.445115707438"
03/23/2017,"37.7932824231787, -122.407341354714"
03/06/2017,"37.789055117242, -122.413703265874"
03/15/2017,"37.7454218861969, -122.425685856236"
03/06/2017,"37.7945402598083, -122.414804970999"
03/02/2017,"37.7587813730949, -122.459417334151"
03/20/2017,"37.761310398614, -122.506995623035"
04/13/2017,"37.7568570583005, -122.408506270709"
04/07/2017,"37.7267518903539, -122.419700328952"
04/10/2017,"37.7760880520156, -122.412986705682"
03/13/2017,"37.7205844553245, -122.48126060959"
04/11/2017,"37.755664479278, -122.507808351547"
03/13/2017,"37.7579474136076, -122.462145213334"
04/04/2017,"37.7532984475829, -122.41422876374"
03/07/2017,"37.7737446918116, -122.478973407656"
03/30/2017,"37.7660877746715, -122.460552723843"
03/06/2017,"37.801787886398, -122.413249157842"
03/06/2017,"37.7869869759604, -122.419110402158"
03/22/2017,"37.764104410153, -122.421877974156"
04/28/2017,"37.7986890144738, -122.415061917979"
04/10/2017,"37.7739450367833, -122.411938244387"
03/30/2017,"37.7441714656894, -122.471491775853"
03/15/2017,"37.7580152332421, -122.409672653632"
03/01/2017,"37.761585787598, -122.402334048269"
05/10/2017,"37.7525276226507, -122.414634473469"
05/16/2017,"37.715545052959, -122.473629919957"
05/25/2017,"37.7879157083051, -122.419301487472"
05/11/2017,"37.7696796386543, -122.449942041"
05/03/2017,"37.7381275367365, -122.42406354462"
05/08/2017,"37.7732232146414, -122.402889298625"
05/08/2017,"37.773940697698, -122.47468759382"
05/18/2017,"37.7323435108275, -122.388141018695"
05/26/2017,"37.7606376836144, -122.425843697547"
05/04/2017,"37.7743083992763, -122.443590663084"
05/05/2017,"37.7731638885209, -122.491686815347"
05/22/2017,"37.7161254768454, -122.439037836619"
05/05/2017,"37.7567981603944, -122.409455250509"
05/12/2017,"37.7955932515805, -122.406495597141"
05/11/2017,"37.7280984191517, -122.44074550494"
05/22/2017,"37.7488837783712, -122.43496438899"
05/18/2017,"37.7250514705931, -122.435709128271"
05/11/2017,"37.7280984191517, -122.44074550494"
05/31/2017,"37.7410783760904, -122.499127726636"
05/26/2017,"37.727050746607, -122.403281820714"
05/18/2017,"37.7494787094737, -122.444776860833"
05/15/2017,"37.7663805134637, -122.423764533131"
05/24/2017,"37.7274123427778, -122.445930492756"
05/22/2017,"37.7306545903761, -122.386831266566"
05/01/2017,"37.7791817650203, -122.483524578089"
05/04/2017,"37.7303445743967, -122.395149263479"
05/31/2017,"37.7706578719527, -122.423156759842"
05/31/2017,"37.7648286437991, -122.450502363931"
05/15/2017,"37.7799157631858, -122.46735172987"
05/24/2017,"37.7774997279424, -122.410999269254"
05/24/2017,
05/01/2017,
05/01/2017,"37.7133796322901, -122.445125973768"
05/10/2017,"37.7525276226507, -122.414634473469"
05/25/2017,"37.778439707009, -122.49972960878"
05/05/2017,"37.7795136007975, -122.432784844572"
05/25/2017,"37.7189417567248, -122.479284547559"
05/15/2017,"37.755664479278, -122.507808351547"
05/23/2017,"37.7733376560943, -122.409148510032"
05/31/2017,"37.7559718105381, -122.408960920416"
05/11/2017,"37.7280984191517, -122.44074550494"
05/25/2017,"37.7879157083051, -122.419301487472"
05/16/2017,"37.729631999232, -122.433808042125"
05/12/2017,"37.7329556345412, -122.387590806567"
05/08/2017,"37.7377199866099, -122.426819638555"
05/24/2017,"37.7774997279424, -122.410999269254"
05/15/2017,"37.7783106692361, -122.460794716522"
05/12/2017,"37.715545052959, -122.473629919957"
05/26/2017,"37.7162411145585, -122.401619212333"
05/10/2017,"37.7803303919189, -122.420129233331"
05/22/2017,"37.7138511629154, -122.441669190715"
05/03/2017,"37.7739450367833, -122.411938244387"
05/08/2017,"37.7752258247372, -122.487532599183"
05/03/2017,"37.755664479278, -122.507808351547"
05/05/2017,"37.7254969151712, -122.434263309764"
05/19/2017,"37.7407574921874, -122.506743510803"
05/04/2017,"37.7621622246367, -122.487704355"
05/12/2017,"37.7548475595219, -122.503923691892"
05/22/2017,"37.776175551239, -122.443967116976"
05/16/2017,"37.715545052959, -122.473629919957"
05/01/2017,"37.7280984191517, -122.44074550494"
05/12/2017,"37.7199768468921, -122.456645658193"
05/16/2017,"37.7162735352259, -122.482439448915"
05/03/2017,"37.7809139568442, -122.48794636979"
05/25/2017,"37.7191183784423, -122.48048461062"
05/16/2017,"37.7150859955911, -122.478925115603"
05/10/2017,"37.7525276226507, -122.414634473469"
05/04/2017,"37.7885578117649, -122.410081316498"
05/08/2017,"37.7724648471094, -122.434732133102"
05/26/2017,"37.7162411145585, -122.401619212333"
05/30/2017,"37.79235595659, -122.407129469787"
05/03/2017,"37.7488837783712, -122.43496438899"
05/12/2017,"37.7445134946818, -122.4173657937"
05/08/2017,"37.7732232146414, -122.402889298625"
05/22/2017,"37.7582802525421, -122.411571084248"
05/18/2017,"37.7136085947432, -122.46625997976"
05/12/2017,"37.7955932515805, -122.406495597141"
05/10/2017,"37.7377199866099, -122.426819638555"
05/24/2017,"37.7774997279424, -122.410999269254"
05/01/2017,"37.7079625715738, -122.463536476192"
05/12/2017,"37.7329556345412, -122.387590806567"
05/23/2017,"37.7856114035719, -122.414829445145"
05/02/2017,"37.7192584870332, -122.391450987924"
05/10/2017,"37.7657079197204, -122.454430157524"
05/04/2017,"37.7605743067155, -122.481282053316"
05/16/2017,"37.7205844553245, -122.48126060959"
05/05/2017,"37.7535356523417, -122.410212145376"
05/22/2017,"37.7552580411775, -122.408352038955"
05/10/2017,"37.7636074447075, -122.497481002595"
05/04/2017,"37.7795136007975, -122.432784844572"
05/25/2017,"37.7806601476196, -122.431293406332"
05/26/2017,"37.7090961916194, -122.459679320282"
05/11/2017,"37.7280984191517, -122.44074550494"
05/11/2017,"37.7986890144738, -122.415061917979"
05/16/2017,"37.7191183784423, -122.48048461062"
05/08/2017,"37.7638770360026, -122.397133705873"
05/18/2017,"37.7993315210579, -122.429127870849"
05/17/2017,"37.7882286864699, -122.415995198499"
05/25/2017,"37.7580152332421, -122.409672653632"
05/22/2017,"37.7818900670183, -122.466425679113"
05/15/2017,"37.7606376836144, -122.425843697547"
05/30/2017,"37.7890127105869, -122.433440229742"
05/12/2017,"37.7329556345412, -122.387590806567"
05/12/2017,"37.8029486097015, -122.427398615745"
05/22/2017,"37.7209393876043, -122.456206635817"
05/22/2017,"37.7528716378824, -122.42223253935"
05/11/2017,"37.7657079197204, -122.454430157524"
05/22/2017,"37.7199385469464, -122.463101190038"
05/08/2017,"37.7732232146414, -122.402889298625"
05/02/2017,"37.7876129516593, -122.414185697847"
05/26/2017,"37.776175551239, -122.443967116976"
05/25/2017,"37.7133177847632, -122.472875861103"
05/22/2017,"37.7138511629154, -122.441669190715"
05/25/2017,"37.7806601476196, -122.431293406332"
05/12/2017,"37.715545052959, -122.473629919957"
05/23/2017,"37.7558498501284, -122.401641963351"
05/11/2017,"37.7120587966687, -122.406110808835"
05/15/2017,"37.7630150928296, -122.468316979244"
05/15/2017,"37.7663805134637, -122.423764533131"
05/01/2017,"37.7280984191517, -122.44074550494"
05/08/2017,"37.7737446918116, -122.478973407656"
05/22/2017,"37.760951687734, -122.420667147328"
05/11/2017,"37.7329556345412, -122.387590806567"
05/08/2017,"37.753766733856, -122.508487038865"
05/25/2017,"37.7685615592176, -122.424584086228"
05/11/2017,"37.7548475595219, -122.503923691892"
05/09/2017,"37.7645066854815, -122.453053008228"
05/26/2017,"37.7794897757592, -122.407376438748"
05/10/2017,"37.7796175740267, -122.473838626662"
05/23/2017,"37.7294942312576, -122.38787944736"
05/03/2017,"37.7302743602359, -122.424439950683"
05/16/2017,"37.7160190677635, -122.477975897762"
05/30/2017,"37.7122527740993, -122.457529574852"
05/09/2017,"37.7281778517707, -122.438551979484"
05/26/2017,"37.7794897757592, -122.407376438748"
05/05/2017,"37.7535356523417, -122.410212145376"
05/22/2017,"37.7654569692651, -122.433286045309"
05/16/2017,"37.7759084084706, -122.472572167115"
05/31/2017,"37.7698553263976, -122.42348893711"
05/22/2017,"37.7135097639662, -122.448578591949"
05/08/2017,"37.7732232146414, -122.402889298625"
05/08/2017,"37.7422071784823, -122.451868139737"
05/01/2017,"37.776546928245, -122.499591775754"
05/09/2017,"37.7589435558191, -122.475800289681"
05/25/2017,"37.7303445743967, -122.395149263479"
05/08/2017,"37.7696796386543, -122.449942041"
